pub_date,headline,abstract,snippet,lead_paragraph,source,type_of_material,document_type,word_count,web_url,section_name,subsection_name,news_desk
2011-11-25T13:20:28Z,"Breakfast Meeting, Nov. 25","Journalists report being assaulted covering protests in Egypt, Black Friday becomes a media event and J.K. Rowling testifies about British press practices.","Journalists report being assaulted covering protests in Egypt, Black Friday becomes a media event and J.K. Rowling testifies about British press practices.","The Egyptian-American journalist Mona Eltahawy took to Twitter on Thursday to say that she had been sexually assaulted by security forces after being arrested at the protests in Cairo’s Tahrir Square. Her Tweeted reporting on the attacks she suffered during her 12 hours inside the Interior Ministry building has been collected at The Guardian. Her account includes a photo of her arms in a cast, after X-rays showed they had been broken, and her recollection, “The whole time I was thinking about article I would write.” [The Guardian]",The New York Times,News,article,840,https://mediadecoder.blogs.nytimes.com/2011/11/25/breakfast-meeting-nov-25/,Business Day,Media,""
2011-11-21T12:51:57Z,Decline and Fall,Gloom has settled on the world. Even the French are no longer sure their culture is superior.,Gloom has settled on the world. Even the French are no longer sure their culture is superior.,"BOSTON — Everyone’s so glum and gloomy. I suppose this is what decline looks like: the faces in the laundromat. It puts me in mind of Rome circa 475 A.D., Visigoths on the prowl.",International Herald Tribune,Op-Ed,article,860,https://www.nytimes.com/2011/11/22/opinion/cohen-decline-and-fall.html,Opinion,,Editorial
2011-11-13T05:22:26Z,"Republican Debate Sponsored by CBS, The National Journal and the Republican Party of South Carolina","A transcript of the Nov. 12, 2011 Republican debate in Spartanburg, S.C.","A transcript of the Nov. 12, 2011 Republican debate in Spartanburg, S.C.","Sponsored by CBS, The National Journal and the Republican Party of South Carolina",The New York Times,Text,article,9722,https://www.nytimes.com/2011/11/12/us/politics/republican-debate-sponsored-by-cbs-the-national-journal-and-the-republican-party-of-south-carolina.html,U.S.,Politics,National
2011-11-09T21:39:04Z,7 Charged in Web Scam Using Ads,Federal prosecutors charged seven men with orchestrating an Internet scheme that infected more than four million computers with malicious software and generated profits through online advertisements.,Federal prosecutors charged seven men with orchestrating an Internet scheme that infected more than four million computers with malicious software and generated profits through online advertisements.,"It was a subtle swap: a cheesy advertisement for a vacation timeshare site atop the home page of ESPN.com, in a spot that might have been claimed by a well-known brand like Dr Pepper. ",The New York Times,News,article,687,https://www.nytimes.com/2011/11/10/technology/us-indicts-7-in-online-ad-fraud-scheme.html,Technology,,Business
2011-11-05T21:02:39Z,America’s Deadly Dynamics With Iran,Many believe America’s shadow war with Iran is about to ramp up dramatically.,Many believe America’s shadow war with Iran is about to ramp up dramatically.,"COMMUTING to work in Tehran is never easy, but it is particularly nerve-racking these days for the scientists of Shahid Beheshti University. It was a little less than a year ago when one of them, Majid Shahriari, and his wife were stuck in traffic at 7:40 a.m. and a motorcycle pulled up alongside the car. There was a faint “click” as a magnet attached to the driver’s side door. The huge explosion came a few seconds later, killing him and injuring his wife. ",The New York Times,News Analysis,article,2266,https://www.nytimes.com/2011/11/06/sunday-review/the-secret-war-with-iran.html,Sunday Review,,OpEd
2011-10-19T00:49:41Z,U.S. Weighs Its Strategy on Warfare in Cyberspace,Officials are working to clarify a military doctrine on waging cyberattacks after a plan for such an attack on Libya was rejected.,Officials are working to clarify a military doctrine on waging cyberattacks after a plan for such an attack on Libya was rejected.,WASHINGTON — The four-star Air Force general who oversees Pentagon efforts in cyberspace acknowledged Tuesday that the Defense Department had more work to do in clarifying the military’s doctrine for waging offensive computer warfare and setting up rules of engagement to guide specific cyberattacks.,The New York Times,News,article,634,https://www.nytimes.com/2011/10/19/world/africa/united-states-weighs-cyberwarfare-strategy.html,World,Africa,Foreign
2011-10-18T22:01:53Z,Protests Are a Payday for Security Firms,"For the high-end security firms that protect the moneyed elite, Occupy Wall Street has been a stimulus package all its own.","For the high-end security firms that protect the moneyed elite, Occupy Wall Street has been a stimulus package all its own.","They call when they make the Forbes 400 list. They call when annual hedge fund rankings appear, when their names are mentioned on CNBC and when their children travel abroad. And, these days, they call when protesters camped in Lower Manhattan grow uncomfortable with the idea of their existence.",The New York Times,News,article,1469,https://www.nytimes.com/2011/10/19/business/protests-are-a-payday-for-security-firms.html,Business Day,,Business
2011-10-17T18:36:11Z,U.S. Debated Cyberwarfare in Attack Plan on Libya,"Obama administration officials decided to use airstrikes to disrupt and disable the Qaddafi government in March, but only after a new kind of warfare was discussed.","Obama administration officials decided to use airstrikes to disrupt and disable the Qaddafi government in March, but only after a new kind of warfare was discussed.","WASHINGTON — Just before the American-led strikes against Libya in March, the Obama administration intensely debated whether to open the mission with a new kind of warfare: a cyberoffensive to disrupt and even disable the Qaddafi government’s air-defense system, which threatened allied warplanes.",The New York Times,News,article,1038,https://www.nytimes.com/2011/10/18/world/africa/cyber-warfare-against-libya-was-debated-by-us.html,World,Africa,Foreign
2011-09-24T20:19:22Z,Mexico Turns to Social Media for Information and Survival,"Social media has become a necessity in Mexico, with a mission far different from that of the Arab revolutions — here, it is deployed for local survival.","Social media has become a necessity in Mexico, with a mission far different from that of the Arab revolutions — here, it is deployed for local survival.","MEXICO CITY — Before the police or news reporters had even arrived at the underpass outside Veracruz where gunmen held up traffic and dumped 35 bodies at rush hour last week, Twitter was already buzzing with fear and valuable information.",The New York Times,News,article,1155,https://www.nytimes.com/2011/09/25/world/americas/mexico-turns-to-twitter-and-facebook-for-information-and-survival.html,World,Americas,Foreign
2011-09-20T12:00:29Z,Visions of an Age When Oil Isn’t King,"In “The Quest: Energy, Security, and the Remaking of the Modern World,” Daniel Yergin returns to the topic of how energy policy is driving global change.","In “The Quest: Energy, Security, and the Remaking of the Modern World,” Daniel Yergin returns to the topic of how energy policy is driving global change.","Daniel Yergin is America’s most influential energy pundit, and the book that put him on the map was “The Prize: The Epic Quest for Oil, Money, and Power” (1991). It was a best seller, won a Pulitzer Prize and was tailored into a popular PBS mini-series. In the two decades since, Mr. Yergin, operating as a kind of one-man think tank, has had a virtual monopoly on the subject of energy and geopolitics. Such is his influence that one half expects his competitors to file antitrust litigation against him. ",The New York Times,Review,article,1077,https://www.nytimes.com/2011/09/21/books/the-quest-by-daniel-yergin-review.html,Books,,Culture
